Item Name,Game Name,Listed On,Acted On, Display Price, Price in Cents, Type, Market Name, App Id, Context Id, Asset Id, Instance Id, Class Id, Unowned Context Id, Unowned Id
"Just the Two of Us","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 404.60","40460","purchase","2876250-Just the Two of Us","753","6","33098979605","0","5964878557","6","33439959295"
"Childhood Memories","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.97","40797","purchase","2876250-Childhood Memories","753","6","33415702370","0","5964878542","6","33441651976"
"Experiment","Kanna Maze Trading Card","11 Mar	
		6 Mar","11 Mar	
		6 Mar","Rp 526.10","52610","purchase","2876250-Experiment","753","6","33018599451","0","5964878570","6","33743291274"
"Promise","Kanna Maze Trading Card","11 Mar	
		6 Mar","11 Mar	
		6 Mar","Rp 403.96","40396","purchase","2876250-Promise","753","6","33573521237","0","5964878539","6","33743689642"
"Childhood Memories","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.97","40797","purchase","2876250-Childhood Memories","753","6","33415702372","0","5964878542","6","33441651973"
"Promise","Kanna Maze Trading Card","11 Mar	
		6 Mar","11 Mar	
		6 Mar","Rp 403.96","40396","purchase","2876250-Promise","753","6","33573521233","0","5964878539","6","33743689645"
"Experiment","Kanna Maze Trading Card","11 Mar	
		6 Mar","11 Mar	
		6 Mar","Rp 524.65","52465","purchase","2876250-Experiment","753","6","33018599450","0","5964878570","6","33743291270"
"Childhood Memories","Kanna Maze Trading Card","11 Mar	
		11 Oct","11 Mar	
		11 Oct","Rp 392.11","39211","purchase","2876250-Childhood Memories","753","6","31441331935","0","5964878542","6","31845000587"
"Experiment","Kanna Maze Trading Card","11 Mar	
		6 Mar","11 Mar	
		6 Mar","Rp 524.65","52465","purchase","2876250-Experiment","753","6","33018599449","0","5964878570","6","33743291264"
"Promise","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 401.70","40170","purchase","2876250-Promise","753","6","33691937336","0","5964878539","6","33765493216"
"Shadow Case","Counter-Strike 2","11 Mar	
		11 Mar","11 Mar	
		11 Mar","Rp 30 672.96","3067296","sale","Shadow Case","730","2","42219284666","302028390","1293508920","2","42219284666"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Rain Shelter","753","6","32956165501","0","5964878545","6","33441667013"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Rain Shelter","753","6","32956165497","0","5964878545","6","33441667016"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Rain Shelter","753","6","32956165469","0","5964878545","6","33441667018"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Rain Shelter","753","6","32956165508","0","5964878545","6","33441667009"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 397.49","39749","purchase","2876250-Waiting for Rescue","753","6","33350456291","0","5964878543","6","33764678598"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 397.49","39749","purchase","2876250-Waiting for Rescue","753","6","33350456293","0","5964878543","6","33764694673"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 397.49","39749","purchase","2876250-Waiting for Rescue","753","6","33350456290","0","5964878543","6","33764694599"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 397.49","39749","purchase","2876250-Waiting for Rescue","753","6","33350456292","0","5964878543","6","33764678594"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Rain Shelter","753","6","32956165525","0","5964878545","6","33441667000"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Rain Shelter","753","6","32956165522","0","5964878545","6","33441667002"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Rain Shelter","753","6","32956165531","0","5964878545","6","33441666997"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Rain Shelter","753","6","32956165518","0","5964878545","6","33441667006"
"Just the Two of Us","Kanna Maze Trading Card","11 Mar	
		16 Dec","11 Mar	
		16 Dec","Rp 392.11","39211","purchase","2876250-Just the Two of Us","753","6","30332429985","0","5964878557","6","32512219153"
"Just the Two of Us","Kanna Maze Trading Card","11 Mar	
		16 Dec","11 Mar	
		16 Dec","Rp 392.11","39211","purchase","2876250-Just the Two of Us","753","6","30332429983","0","5964878557","6","32512219149"
"Just the Two of Us","Kanna Maze Trading Card","11 Mar	
		16 Dec","11 Mar	
		16 Dec","Rp 392.11","39211","purchase","2876250-Just the Two of Us","753","6","30332429977","0","5964878557","6","32512219151"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 397.49","39749","purchase","2876250-Waiting for Rescue","753","6","33350456286","0","5964878543","6","33764678595"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 397.49","39749","purchase","2876250-Waiting for Rescue","753","6","33350456289","0","5964878543","6","33764678596"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 397.49","39749","purchase","2876250-Waiting for Rescue","753","6","33350456287","0","5964878543","6","33764678597"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 397.49","39749","purchase","2876250-Waiting for Rescue","753","6","33350456288","0","5964878543","6","33764694600"
"Childhood Memories","Kanna Maze Trading Card","11 Mar	
		9 Feb","11 Mar	
		9 Feb","Rp 385.99","38599","purchase","2876250-Childhood Memories","753","6","33501502603","0","5964878542","6","33503776016"
"Rest","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 377.63","37763","purchase","2876250-Rest","753","6","33350456260","0","5964878573","6","33764678531"
"Rest","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 377.63","37763","purchase","2876250-Rest","753","6","33350456254","0","5964878573","6","33764678522"
"Rest","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 377.63","37763","purchase","2876250-Rest","753","6","33350456255","0","5964878573","6","33764678526"
"Rest","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 377.63","37763","purchase","2876250-Rest","753","6","33350456261","0","5964878573","6","33764678533"
"Science Lecture","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Science Lecture","753","6","32956205152","0","5964878568","6","33441678929"
"Science Lecture","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Science Lecture","753","6","32956187289","0","5964878568","6","33441678932"
"Science Lecture","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Science Lecture","753","6","32956205166","0","5964878568","6","33441678935"
"Science Lecture","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Science Lecture","753","6","32956205172","0","5964878568","6","33441678936"
"20m in 1min","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 360.83","36083","purchase","2876250-20m in 1min","753","6","33563845505","0","5964878562","6","33764898026"
"20m in 1min","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 360.83","36083","purchase","2876250-20m in 1min","753","6","33563845513","0","5964878562","6","33764898032"
"20m in 1min","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 360.83","36083","purchase","2876250-20m in 1min","753","6","33382806461","0","5964878562","6","33764898021"
"20m in 1min","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 360.83","36083","purchase","2876250-20m in 1min","753","6","33563845509","0","5964878562","6","33764898028"
"Experiment","Kanna Maze Trading Card","11 Mar	
		10 Mar","11 Mar	
		10 Mar","Rp 470.53","47053","purchase","2876250-Experiment","753","6","30193534225","0","5964878570","6","33779729945"
"Study","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Study","753","6","33650990510","0","5964878540","6","33765177093"
"Study","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Study","753","6","33650990518","0","5964878540","6","33765177087"
"Study","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Study","753","6","33650990516","0","5964878540","6","33765177089"
"Study","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Study","753","6","33650990513","0","5964878540","6","33765177092"
"Dirac Sea (Trading Card)","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Dirac Sea (Trading Card)","753","6","33650901725","0","5964878563","6","33765242449"
"Dirac Sea (Trading Card)","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Dirac Sea (Trading Card)","753","6","33650901727","0","5964878563","6","33765242455"
"Dirac Sea (Trading Card)","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Dirac Sea (Trading Card)","753","6","33573424216","0","5964878563","6","33765242443"
"Dirac Sea (Trading Card)","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Dirac Sea (Trading Card)","753","6","33573424219","0","5964878563","6","33765242447"
"Promise","Kanna Maze Trading Card","11 Mar	
		11 Mar","11 Mar	
		11 Mar","Rp 381.94","38194","purchase","2876250-Promise","753","6","30145237658","0","5964878539","6","33788232746"
"Childhood Friend","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Childhood Friend","753","6","33564139855","0","5964878538","6","33765101253"
"Childhood Friend","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Childhood Friend","753","6","33564115499","0","5964878538","6","33765101240"
"Childhood Friend","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Childhood Friend","753","6","33564139853","0","5964878538","6","33765101245"
"Childhood Friend","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Childhood Friend","753","6","33564139856","0","5964878538","6","33765101254"
"Science Lecture","Kanna Maze Trading Card","11 Mar	
		3 Feb","11 Mar	
		3 Feb","Rp 407.80","40780","purchase","2876250-Science Lecture","753","6","33426744727","0","5964878568","6","33441678926"
"Rain Shelter","Kanna Maze Trading Card","11 Mar	
		30 Jan","11 Mar	
		30 Jan","Rp 394.15","39415","purchase","2876250-Rain Shelter","753","6","33379798173","0","5964878545","6","33384984106"
"20m in 1min","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 360.83","36083","purchase","2876250-20m in 1min","753","6","33382806460","0","5964878562","6","33764898019"
"Just the Two of Us","Kanna Maze Trading Card","11 Mar	
		30 Jan","11 Mar	
		30 Jan","Rp 391.78","39178","purchase","2876250-Just the Two of Us","753","6","31184008023","0","5964878557","6","33387213747"
"Waiting for Rescue","Kanna Maze Trading Card","11 Mar	
		11 Mar","11 Mar	
		11 Mar","Rp 381.94","38194","purchase","2876250-Waiting for Rescue","753","6","30145237675","0","5964878543","6","33788232710"
"Childhood Memories","Kanna Maze Trading Card","11 Mar	
		11 Mar","11 Mar	
		11 Mar","Rp 381.94","38194","purchase","2876250-Childhood Memories","753","6","30145237665","0","5964878542","6","33788232761"
"Dirac Sea (Trading Card)","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Dirac Sea (Trading Card)","753","6","33573424213","0","5964878563","6","33765242438"
"Promise","Kanna Maze Trading Card","11 Mar	
		11 Mar","11 Mar	
		11 Mar","Rp 381.94","38194","purchase","2876250-Promise","753","6","30145237669","0","5964878539","6","33788232716"
"Childhood Friend","Kanna Maze Trading Card","11 Mar	
		8 Mar","11 Mar	
		8 Mar","Rp 334.49","33449","purchase","2876250-Childhood Friend","753","6","33564115495","0","5964878538","6","33765101234"
"Revolution Case","Counter-Strike 2","11 Mar	
		11 Mar","11 Mar	
		11 Mar","Rp 9 324.52","932452","sale","Revolution Case","730","2","42067425983","302028390","5189384637","2","42067425983"
"Revolution Case","Counter-Strike 2","11 Mar	
		11 Mar","11 Mar	
		11 Mar","Rp 9 324.52","932452","sale","Revolution Case","730","2","42100594255","302028390","5189384637","2","42100594255"
"Kanna Maze Booster Pack","Booster Pack","11 Mar	
		10 Feb","11 Mar	
		10 Feb","Rp 6 004.24","600424","purchase","2876250-Kanna Maze Booster Pack","753","6","33487379299","0","5965492088","6","33505735185"
"PP-Bizon | Urban Dashed","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 199.78","19978","sale","PP-Bizon | Urban Dashed (Battle-Scarred)","730","2","42067425998","302028390","310777476","2","42067425998"
"SCAR-20 | Contractor","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 181.85","18185","sale","SCAR-20 | Contractor (Well-Worn)","730","2","42067425911","302028390","310777579","2","42067425911"
"G3SG1 | Polar Camo","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 326.31","32631","sale","G3SG1 | Polar Camo (Field-Tested)","730","2","42067425893","302028390","310776717","2","42067425893"
"Nova | Sand Dune","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 145.09","14509","sale","Nova | Sand Dune (Field-Tested)","730","2","42219284667","302028390","310777179","2","42219284667"
"Nova | Mandrel","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 142.96","14296","sale","Nova | Mandrel (Field-Tested)","730","2","42049458475","302028390","3035568428","2","42049458475"
"SCAR-20 | Contractor","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 142","14200","sale","SCAR-20 | Contractor (Battle-Scarred)","730","2","42067425943","302028390","310779639","2","42067425943"
"Dreams & Nightmares Case","Counter-Strike 2","7 Mar	
		7 Mar","7 Mar	
		7 Mar","Rp 29 744.53","2974453","sale","Dreams & Nightmares Case","730","2","42380779681","302028390","4717330486","2","42380779681"
"Dreams & Nightmares Case","Counter-Strike 2","1 Mar	
		1 Mar","1 Mar	
		1 Mar","Rp 29 978.58","2997858","sale","Dreams & Nightmares Case","730","2","42067426016","6705789665","4717330486","2","42067426016"
"Kilowatt Case","Counter-Strike 2","1 Mar	
		1 Mar","1 Mar	
		1 Mar","Rp 14 609.84","1460984","sale","Kilowatt Case","730","2","42049458499","302028390","5710094579","2","42049458499"
"Sealed Graffiti | GTG (Violent Violet)","Counter-Strike 2","26 Feb	
		18 Feb","26 Feb	
		18 Feb","Rp 171.90","17190","sale","Sealed Graffiti | GTG (Violent Violet)","730","2","29569829703","302028390","1989283483","2","29569829703"
"Sealed Graffiti | GTG (Shark White)","Counter-Strike 2","23 Feb	
		18 Feb","23 Feb	
		18 Feb","Rp 170.50","17050","sale","Sealed Graffiti | GTG (Shark White)","730","2","21294939713","302028390","1989307327","2","21294939713"
"Sealed Graffiti | X-Knives (Tiger Orange)","Counter-Strike 2","22 Feb	
		18 Feb","22 Feb	
		18 Feb","Rp 170.50","17050","sale","Sealed Graffiti | X-Knives (Tiger Orange)","730","2","35031570317","302028390","1989289088","2","35031570317"
"Sealed Graffiti | Double (Tracer Yellow)","Counter-Strike 2","20 Feb	
		18 Feb","20 Feb	
		18 Feb","Rp 171.26","17126","sale","Sealed Graffiti | Double (Tracer Yellow)","730","2","27223613676","302028390","1989279965","2","27223613676"
"Sealed Graffiti | Speechless (War Pig Pink)","Counter-Strike 2","20 Feb	
		18 Feb","20 Feb	
		18 Feb","Rp 196.50","19650","sale","Sealed Graffiti | Speechless (War Pig Pink)","730","2","27223613576","302028390","1989277821","2","27223613576"
"Sealed Graffiti | Tilt (Bazooka Pink)","Counter-Strike 2","19 Feb	
		18 Feb","19 Feb	
		18 Feb","Rp 286.51","28651","sale","Sealed Graffiti | Tilt (Bazooka Pink)","730","2","18469353211","302028390","1989347275","2","18469353211"
"Sealed Graffiti | Sorry (Princess Pink)","Counter-Strike 2","19 Feb	
		18 Feb","19 Feb	
		18 Feb","Rp 227.08","22708","sale","Sealed Graffiti | Sorry (Princess Pink)","730","2","20234871160","302028390","1989289889","2","20234871160"
"Sealed Graffiti | King Me (Monster Purple)","Counter-Strike 2","19 Feb	
		18 Feb","19 Feb	
		18 Feb","Rp 477.52","47752","sale","Sealed Graffiti | King Me (Monster Purple)","730","2","35874142858","302028390","1989287941","2","35874142858"
"Sealed Graffiti | Take Flight (Brick Red)","Counter-Strike 2","19 Feb	
		18 Feb","19 Feb	
		18 Feb","Rp 228.36","22836","sale","Sealed Graffiti | Take Flight (Brick Red)","730","2","34767723655","302028390","1989278743","2","34767723655"
"Sealed Graffiti | Mr. Teeth (Brick Red)","Counter-Strike 2","19 Feb	
		18 Feb","19 Feb	
		18 Feb","Rp 230.13","23013","sale","Sealed Graffiti | Mr. Teeth (Brick Red)","730","2","35866312383","302028390","1989320540","2","35866312383"
"Sealed Graffiti | Popdog (Battle Green)","Counter-Strike 2","19 Feb	
		18 Feb","19 Feb	
		18 Feb","Rp 170.87","17087","sale","Sealed Graffiti | Popdog (Battle Green)","730","2","33542581526","302028390","1989286518","2","33542581526"
"Sealed Graffiti | Speechless (Violent Violet)","Counter-Strike 2","19 Feb	
		18 Feb","19 Feb	
		18 Feb","Rp 285.01","28501","sale","Sealed Graffiti | Speechless (Violent Violet)","730","2","27223613500","302028390","1989300314","2","27223613500"
"Sealed Graffiti | Toasted (War Pig Pink)","Counter-Strike 2","18 Feb	
		18 Feb","18 Feb	
		18 Feb","Rp 170.40","17040","sale","Sealed Graffiti | Toasted (War Pig Pink)","730","2","27223613571","302028390","1989288046","2","27223613571"
"Sealed Graffiti | Eco (Blood Red)","Counter-Strike 2","18 Feb	
		18 Feb","18 Feb	
		18 Feb","Rp 182.10","18210","sale","Sealed Graffiti | Eco (Blood Red)","730","2","30742391947","302028390","1989282607","2","30742391947"
"Sealed Graffiti | Keep the Change (Cash Green)","Counter-Strike 2","18 Feb	
		18 Feb","18 Feb	
		18 Feb","Rp 272.62","27262","sale","Sealed Graffiti | Keep the Change (Cash Green)","730","2","30619095791","302028390","1989278680","2","30619095791"
"Sealed Graffiti | Speechless (Bazooka Pink)","Counter-Strike 2","18 Feb	
		18 Feb","18 Feb	
		18 Feb","Rp 309.79","30979","sale","Sealed Graffiti | Speechless (Bazooka Pink)","730","2","29129190624","302028390","1989275618","2","29129190624"
"Sealed Graffiti | Backstab (War Pig Pink)","Counter-Strike 2","18 Feb	
		18 Feb","18 Feb	
		18 Feb","Rp 172.03","17203","sale","Sealed Graffiti | Backstab (War Pig Pink)","730","2","18734175176","302028390","1989295972","2","18734175176"
"Sealed Graffiti | Quickdraw (Monarch Blue)","Counter-Strike 2","18 Feb	
		18 Feb","18 Feb	
		18 Feb","Rp 198.80","19880","sale","Sealed Graffiti | Quickdraw (Monarch Blue)","730","2","23403109503","302028390","1989285147","2","23403109503"
"Sealed Graffiti | Bling (Shark White)","Counter-Strike 2","18 Feb	
		18 Feb","18 Feb	
		18 Feb","Rp 161.09","16109","sale","Sealed Graffiti | Bling (Shark White)","730","2","27468218382","302028390","1989277789","2","27468218382"
"Dreams & Nightmares Case","Counter-Strike 2","30 Jan	
		30 Jan","30 Jan	
		30 Jan","Rp 26 739.05","2673905","sale","Dreams & Nightmares Case","730","2","41643447009","302028390","4717330486","2","41643447009"
":log_skull:","Legend of Grimrock 2 Emoticon","29 Jan	
		22 Jan","29 Jan	
		22 Jan","Rp 469.63","46963","purchase","251730-:log_skull:","753","6","33223242429","0","622045297","6","33301940559"
":dos2skull:","Divinity: Original Sin 2 Emoticon","29 Jan	
		26 Jan","29 Jan	
		26 Jan","Rp 427.43","42743","purchase","435150-:dos2skull:","753","6","31935628253","0","2521284066","6","33351419981"
":skull_kragg:","THE WARRIORLOCK Emoticon","29 Jan	
		29 Dec","29 Jan	
		29 Dec","Rp 119.76","11976","purchase","340500-:skull_kragg:","753","6","25792530413","0","3114181107","6","32940770018"
"Fracture Case","Counter-Strike 2","27 Jan	
		27 Jan","27 Jan	
		27 Jan","Rp 5 132.89","513289","sale","Fracture Case","730","2","41387678188","302028390","3946324730","2","41387678188"
"Fracture Case","Counter-Strike 2","27 Jan	
		27 Jan","27 Jan	
		27 Jan","Rp 5 223.44","522344","sale","Fracture Case","730","2","41241613610","302028390","3946324730","2","41241613610"
"Dreams & Nightmares Case","Counter-Strike 2","27 Jan	
		27 Jan","27 Jan	
		27 Jan","Rp 28 198.74","2819874","sale","Dreams & Nightmares Case","730","2","40721865914","302028390","4717330486","2","40721865914"
"Kilowatt Case","Counter-Strike 2","11 Jan	
		11 Jan","11 Jan	
		11 Jan","Rp 11 322.51","1132251","sale","Kilowatt Case","730","2","41230815060","302028390","5710094579","2","41230815060"
"Sticker | Imperial Esports (Holo) | Rio 2022","Counter-Strike 2","2 Nov	
		2 Nov","2 Nov	
		2 Nov","Rp 16 138.79","1613879","sale","Sticker | Imperial Esports (Holo) | Rio 2022","730","2","40099886698","188530139","5051664398","2","40099886698"
"Sticker | Fnatic (Holo) | Rio 2022","Counter-Strike 2","2 Nov	
		2 Nov","2 Nov	
		2 Nov","Rp 16 055.40","1605540","sale","Sticker | Fnatic (Holo) | Rio 2022","730","2","40099928455","188530139","5051658926","2","40099928455"
"Sealed Graffiti | Bling (Desert Amber)","Counter-Strike 2","25 Oct	
		21 Oct","25 Oct	
		21 Oct","Rp 151.17","15117","sale","Sealed Graffiti | Bling (Desert Amber)","730","2","37073332162","302028390","1989290352","2","37073332162"
"Sealed Graffiti | Quickdraw (Tiger Orange)","Counter-Strike 2","22 Oct	
		21 Oct","22 Oct	
		21 Oct","Rp 167.94","16794","sale","Sealed Graffiti | Quickdraw (Tiger Orange)","730","2","35977920644","302028390","1989306952","2","35977920644"
"Sealed Graffiti | Eye Spy (Wire Blue)","Counter-Strike 2","22 Oct	
		21 Oct","22 Oct	
		21 Oct","Rp 154.84","15484","sale","Sealed Graffiti | Eye Spy (Wire Blue)","730","2","34954700566","302028390","1989274949","2","34954700566"
"Rio 2022 Contenders Sticker Capsule","Counter-Strike 2","21 Oct	
		21 Oct","21 Oct	
		21 Oct","Rp 3 806.19","380619","purchase","Rio 2022 Contenders Sticker Capsule","730","2","28700570259","143865972","5051655060","2","28700570259"
"MAG-7 | Metallic DDPAT","Counter-Strike 2","21 Oct	
		21 Oct","21 Oct	
		21 Oct","Rp 3 028.31","302831","sale","MAG-7 | Metallic DDPAT (Factory New)","730","2","40099963868","480085569","310776711","2","40099963868"
"Rio 2022 Contenders Sticker Capsule","Counter-Strike 2","21 Oct	
		21 Oct","21 Oct	
		21 Oct","Rp 3 807.39","380739","purchase","Rio 2022 Contenders Sticker Capsule","730","2","40098378534","143865972","5041282399","2","40098378534"
"Dreams & Nightmares Case","Counter-Strike 2","21 Oct	
		21 Oct","21 Oct	
		21 Oct","Rp 19 603.36","1960336","sale","Dreams & Nightmares Case","730","2","39928296494","302028390","4717330486","2","39928296494"
"Nova | Yorkshire","Counter-Strike 2","16 Oct	
		16 Oct","16 Oct	
		16 Oct","Rp 9 986.02","998602","sale","Nova | Yorkshire (Field-Tested)","730","2","39892542331","519977179","6205853501","2","39892542331"
"PP-Bizon | Cold Cell","Counter-Strike 2","16 Oct	
		16 Oct","16 Oct	
		16 Oct","Rp 1 890.18","189018","sale","PP-Bizon | Cold Cell (Field-Tested)","730","2","39892563398","519977179","6205855489","2","39892563398"
"Recoil Case","Counter-Strike 2","4 Oct	
		4 Oct","4 Oct	
		4 Oct","Rp 2 625.07","262507","sale","Recoil Case","730","2","39515550786","302028390","4901046679","2","39515550786"
"Recoil Case","Counter-Strike 2","4 Oct	
		4 Oct","4 Oct	
		4 Oct","Rp 2 625.07","262507","sale","Recoil Case","730","2","38894928605","302028390","4901046679","2","38894928605"
"Recoil Case","Counter-Strike 2","4 Oct	
		4 Oct","4 Oct	
		4 Oct","Rp 2 625.07","262507","sale","Recoil Case","730","2","38949517894","302028390","4901046679","2","38949517894"
"Fracture Case","Counter-Strike 2","4 Oct	
		4 Oct","4 Oct	
		4 Oct","Rp 4 014.85","401485","sale","Fracture Case","730","2","39823481802","302028390","3946324730","2","39823481802"
"Revolution Case","Counter-Strike 2","4 Oct	
		4 Oct","4 Oct	
		4 Oct","Rp 4 615.06","461506","sale","Revolution Case","730","2","38894928610","302028390","5189384637","2","38894928610"
"Revolution Case","Counter-Strike 2","4 Oct	
		4 Oct","4 Oct	
		4 Oct","Rp 4 615.06","461506","sale","Revolution Case","730","2","38894928640","302028390","5189384637","2","38894928640"
"Revolution Case","Counter-Strike 2","4 Oct	
		4 Oct","4 Oct	
		4 Oct","Rp 4 632.48","463248","sale","Revolution Case","730","2","39625037887","302028390","5189384637","2","39625037887"
"AWP | Fever Dream","Counter-Strike 2","3 Oct	
		3 Oct","3 Oct	
		3 Oct","Rp 192 295.93","19229593","sale","AWP | Fever Dream (Factory New)","730","2","39809488600","188530139","5999835943","2","39809488600"
"MAG-7 | Foresight","Counter-Strike 2","3 Oct	
		3 Oct","3 Oct	
		3 Oct","Rp 1 296.01","129601","sale","MAG-7 | Foresight (Minimal Wear)","730","2","36627011161","188530139","4722215931","2","36627011161"
"Galil AR | Cold Fusion","Counter-Strike 2","3 Oct	
		3 Oct","3 Oct	
		3 Oct","Rp 1 013.14","101314","sale","Galil AR | Cold Fusion (Minimal Wear)","730","2","36814761578","302028390","3035578346","2","36814761578"
"P90 | Ash Wood","Counter-Strike 2","3 Oct	
		3 Oct","3 Oct	
		3 Oct","Rp 2 490.59","249059","sale","P90 | Ash Wood (Factory New)","730","2","38296588917","302028390","310777215","2","38296588917"
"Dreams & Nightmares Case","Counter-Strike 2","3 Oct	
		3 Oct","3 Oct	
		3 Oct","Rp 16 664.17","1666417","sale","Dreams & Nightmares Case","730","2","39720898746","302028390","4717330486","2","39720898746"
"Galil AR | Cold Fusion","Counter-Strike 2","3 Oct	
		3 Oct","3 Oct	
		3 Oct","Rp 935.45","93545","sale","Galil AR | Cold Fusion (Minimal Wear)","730","2","37430145312","302028390","3035578346","2","37430145312"
"Recoil Case","Counter-Strike 2","19 Sep	
		19 Sep","19 Sep	
		19 Sep","Rp 2 559.96","255996","sale","Recoil Case","730","2","38894928647","302028390","4901046679","2","38894928647"
